bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-68-A59I-10A	TCGA-68-A59I-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A4JB-01A	TCGA-85-A4JB-01A-51D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A4JB-01A	TCGA-85-A4JB-01A-51H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A4JB-01A	TCGA-85-A4JB-01A-51R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A4JB-01A	TCGA-85-A4JB-01A-51W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A4JB-10A	TCGA-85-A4JB-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A4JB-10A	TCGA-85-A4JB-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A4QQ-01A	TCGA-85-A4QQ-01A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A4QQ-01A	TCGA-85-A4QQ-01A-41H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A4QQ-01A	TCGA-85-A4QQ-01A-41R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A4QQ-01A	TCGA-85-A4QQ-01A-41W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A4QQ-10A	TCGA-85-A4QQ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A4QQ-10A	TCGA-85-A4QQ-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A50M-01A	TCGA-85-A50M-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A50M-01A	TCGA-85-A50M-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A50M-01A	TCGA-85-A50M-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A50M-01A	TCGA-85-A50M-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A50M-10A	TCGA-85-A50M-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A50M-10A	TCGA-85-A50M-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A50Z-01A	TCGA-85-A50Z-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A50Z-01A	TCGA-85-A50Z-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A50Z-01A	TCGA-85-A50Z-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A50Z-01A	TCGA-85-A50Z-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A50Z-10A	TCGA-85-A50Z-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A50Z-10A	TCGA-85-A50Z-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A511-01A	TCGA-85-A511-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A511-01A	TCGA-85-A511-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A511-01A	TCGA-85-A511-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A511-01A	TCGA-85-A511-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A511-10A	TCGA-85-A511-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A511-10A	TCGA-85-A511-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A538-01A	TCGA-98-A538-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A538-01A	TCGA-98-A538-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A538-01A	TCGA-98-A538-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A538-01A	TCGA-98-A538-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A538-10A	TCGA-98-A538-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A538-10A	TCGA-98-A538-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A539-01A	TCGA-98-A539-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A539-01A	TCGA-98-A539-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A539-01A	TCGA-98-A539-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A539-01A	TCGA-98-A539-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A539-10A	TCGA-98-A539-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A539-10A	TCGA-98-A539-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53A-01A	TCGA-98-A53A-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53A-01A	TCGA-98-A53A-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A53A-01A	TCGA-98-A53A-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A53A-01A	TCGA-98-A53A-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53A-10A	TCGA-98-A53A-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53A-10A	TCGA-98-A53A-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53B-01A	TCGA-98-A53B-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53B-01A	TCGA-98-A53B-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A53B-01A	TCGA-98-A53B-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A53B-01A	TCGA-98-A53B-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53B-10A	TCGA-98-A53B-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53B-10A	TCGA-98-A53B-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53C-01A	TCGA-98-A53C-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53C-01A	TCGA-98-A53C-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A53C-01A	TCGA-98-A53C-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A53C-01A	TCGA-98-A53C-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53C-10A	TCGA-98-A53C-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53C-10A	TCGA-98-A53C-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53D-01A	TCGA-98-A53D-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53D-01A	TCGA-98-A53D-01A-32D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53D-01A	TCGA-98-A53D-01A-32H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A53D-01A	TCGA-98-A53D-01A-32R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A53D-01A	TCGA-98-A53D-01A-32W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53D-10A	TCGA-98-A53D-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53D-10A	TCGA-98-A53D-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53H-01A	TCGA-98-A53H-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53H-01A	TCGA-98-A53H-01A-12H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A53H-01A	TCGA-98-A53H-01A-12R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A53H-01A	TCGA-98-A53H-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53H-10A	TCGA-98-A53H-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53H-10A	TCGA-98-A53H-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53I-01A	TCGA-98-A53I-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53I-01A	TCGA-98-A53I-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-98-A53I-01A	TCGA-98-A53I-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-98-A53I-01A	TCGA-98-A53I-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-98-A53I-10A	TCGA-98-A53I-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-98-A53I-10A	TCGA-98-A53I-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-L3-A524-01A	TCGA-L3-A524-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-L3-A524-01A	TCGA-L3-A524-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-L3-A524-01A	TCGA-L3-A524-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-L3-A524-01A	TCGA-L3-A524-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-L3-A524-10A	TCGA-L3-A524-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-L3-A524-10A	TCGA-L3-A524-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-MF-A522-01A	TCGA-MF-A522-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-MF-A522-01A	TCGA-MF-A522-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-MF-A522-01A	TCGA-MF-A522-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-MF-A522-01A	TCGA-MF-A522-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-MF-A522-10A	TCGA-MF-A522-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-MF-A522-10A	TCGA-MF-A522-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-O2-A52S-01A	TCGA-O2-A52S-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-O2-A52S-01A	TCGA-O2-A52S-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-O2-A52S-01A	TCGA-O2-A52S-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-O2-A52S-01A	TCGA-O2-A52S-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-O2-A52S-10A	TCGA-O2-A52S-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-O2-A52S-10A	TCGA-O2-A52S-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-O2-A52V-01A	TCGA-O2-A52V-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-O2-A52V-01A	TCGA-O2-A52V-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-O2-A52V-01A	TCGA-O2-A52V-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-O2-A52V-01A	TCGA-O2-A52V-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-O2-A52V-10A	TCGA-O2-A52V-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-O2-A52V-10A	TCGA-O2-A52V-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-21-A5DI-01A	TCGA-21-A5DI-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-21-A5DI-01A	TCGA-21-A5DI-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-21-A5DI-01A	TCGA-21-A5DI-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-21-A5DI-01A	TCGA-21-A5DI-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-21-A5DI-10A	TCGA-21-A5DI-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-21-A5DI-10A	TCGA-21-A5DI-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-A5EL-01A	TCGA-37-A5EL-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-A5EL-01A	TCGA-37-A5EL-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-37-A5EL-01A	TCGA-37-A5EL-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-A5EL-01A	TCGA-37-A5EL-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-37-A5EL-10A	TCGA-37-A5EL-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-A5EL-10A	TCGA-37-A5EL-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-37-A5EN-01A	TCGA-37-A5EN-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-A5EN-01A	TCGA-37-A5EN-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-37-A5EN-01A	TCGA-37-A5EN-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-37-A5EN-01A	TCGA-37-A5EN-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-37-A5EN-10A	TCGA-37-A5EN-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-37-A5EN-10A	TCGA-37-A5EN-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-A56U-01A	TCGA-43-A56U-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-A56U-01A	TCGA-43-A56U-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-A56U-01A	TCGA-43-A56U-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-A56U-01A	TCGA-43-A56U-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-43-A56U-10A	TCGA-43-A56U-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-A56U-10A	TCGA-43-A56U-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-A56V-01A	TCGA-43-A56V-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-A56V-01A	TCGA-43-A56V-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-A56V-01A	TCGA-43-A56V-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-A56V-01A	TCGA-43-A56V-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-43-A56V-10A	TCGA-43-A56V-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-A56V-10A	TCGA-43-A56V-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5M9-01A	TCGA-63-A5M9-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5M9-01A	TCGA-63-A5M9-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5M9-01A	TCGA-63-A5M9-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5M9-01A	TCGA-63-A5M9-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5M9-10A	TCGA-63-A5M9-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5M9-10A	TCGA-63-A5M9-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MB-01A	TCGA-63-A5MB-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MB-01A	TCGA-63-A5MB-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MB-01A	TCGA-63-A5MB-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MB-01A	TCGA-63-A5MB-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MB-10A	TCGA-63-A5MB-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MB-10A	TCGA-63-A5MB-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MM-01A	TCGA-63-A5MM-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MM-01A	TCGA-63-A5MM-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MM-01A	TCGA-63-A5MM-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MM-01A	TCGA-63-A5MM-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MM-10A	TCGA-63-A5MM-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MM-10A	TCGA-63-A5MM-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MP-01A	TCGA-63-A5MP-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MP-01A	TCGA-63-A5MP-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MP-01A	TCGA-63-A5MP-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MP-01A	TCGA-63-A5MP-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MP-10A	TCGA-63-A5MP-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MP-10A	TCGA-63-A5MP-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MS-01A	TCGA-63-A5MS-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MS-01A	TCGA-63-A5MS-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MS-01A	TCGA-63-A5MS-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MS-01A	TCGA-63-A5MS-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MS-10A	TCGA-63-A5MS-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MS-10A	TCGA-63-A5MS-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MT-01A	TCGA-63-A5MT-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MT-01A	TCGA-63-A5MT-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MT-01A	TCGA-63-A5MT-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MT-01A	TCGA-63-A5MT-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MT-10A	TCGA-63-A5MT-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MT-10A	TCGA-63-A5MT-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MU-01A	TCGA-63-A5MU-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MU-01A	TCGA-63-A5MU-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MU-01A	TCGA-63-A5MU-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MU-01A	TCGA-63-A5MU-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MU-10A	TCGA-63-A5MU-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MU-10A	TCGA-63-A5MU-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MV-01A	TCGA-63-A5MV-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MV-01A	TCGA-63-A5MV-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MV-01A	TCGA-63-A5MV-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MV-01A	TCGA-63-A5MV-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MV-10A	TCGA-63-A5MV-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MV-10A	TCGA-63-A5MV-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MW-01A	TCGA-63-A5MW-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MW-01A	TCGA-63-A5MW-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MW-01A	TCGA-63-A5MW-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MW-01A	TCGA-63-A5MW-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MW-10A	TCGA-63-A5MW-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MW-10A	TCGA-63-A5MW-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MY-01A	TCGA-63-A5MY-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MY-01A	TCGA-63-A5MY-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-A5MY-01A	TCGA-63-A5MY-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-A5MY-01A	TCGA-63-A5MY-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-A5MY-10A	TCGA-63-A5MY-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-A5MY-10A	TCGA-63-A5MY-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-68-A59J-01A	TCGA-68-A59J-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-68-A59J-01A	TCGA-68-A59J-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-68-A59J-01A	TCGA-68-A59J-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-68-A59J-01A	TCGA-68-A59J-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-68-A59J-10A	TCGA-68-A59J-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-68-A59J-10A	TCGA-68-A59J-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A4CL-01A	TCGA-85-A4CL-01A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A4CL-01A	TCGA-85-A4CL-01A-41H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A4CL-01A	TCGA-85-A4CL-01A-41R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A4CL-01A	TCGA-85-A4CL-01A-41W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A4CL-10A	TCGA-85-A4CL-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A4CL-10A	TCGA-85-A4CL-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A510-01A	TCGA-85-A510-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A510-01A	TCGA-85-A510-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A510-01A	TCGA-85-A510-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A510-01A	TCGA-85-A510-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A510-10A	TCGA-85-A510-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A510-10A	TCGA-85-A510-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A512-01A	TCGA-85-A512-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A512-01A	TCGA-85-A512-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A512-01A	TCGA-85-A512-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A512-01A	TCGA-85-A512-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A512-10A	TCGA-85-A512-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A512-10A	TCGA-85-A512-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A513-01A	TCGA-85-A513-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A513-01A	TCGA-85-A513-01A-12H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A513-01A	TCGA-85-A513-01A-12R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A513-01A	TCGA-85-A513-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A513-10A	TCGA-85-A513-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A513-10A	TCGA-85-A513-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A53L-01A	TCGA-85-A53L-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A53L-01A	TCGA-85-A53L-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A53L-01A	TCGA-85-A53L-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A53L-01A	TCGA-85-A53L-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A53L-10A	TCGA-85-A53L-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A53L-10A	TCGA-85-A53L-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A5B5-01A	TCGA-85-A5B5-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A5B5-01A	TCGA-85-A5B5-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-A5B5-01A	TCGA-85-A5B5-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-A5B5-01A	TCGA-85-A5B5-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-85-A5B5-10A	TCGA-85-A5B5-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-A5B5-10A	TCGA-85-A5B5-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-A59Q-01A	TCGA-90-A59Q-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-A59Q-01A	TCGA-90-A59Q-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-A59Q-01A	TCGA-90-A59Q-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-A59Q-01A	TCGA-90-A59Q-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-90-A59Q-10A	TCGA-90-A59Q-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-A59Q-10A	TCGA-90-A59Q-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-94-A5I4-01A	TCGA-94-A5I4-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-94-A5I4-01A	TCGA-94-A5I4-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-94-A5I4-01A	TCGA-94-A5I4-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-94-A5I4-01A	TCGA-94-A5I4-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-94-A5I4-10A	TCGA-94-A5I4-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
