cp	tt	nt	np
NA	1	1	0.0804597701149425	0.0151515151515152
NA	0.713464921322064	1	0.00175438596491228	0.142222222222222
NA	1	1	0.00526315789473684	NA
NA	0.815509058842392	0.606945646945647	NA	0.024074074074074
NA	0.725416666666667	0.534722222222222	NA	0.0277777777777778
NA	1	0.679166666666667	0.0217620664564637	NA
NA	0.620743661100804	0.521636254080875	NA	0.0922438672438673
NA	0.685185185185185	1	NA	0.0347222222222223
NA	0.957222222222222	1	NA	0.00833333333333333
NA	0.479938271604938	0.513888888888889	0.00340136054421769	0.0462962962962963
NA	0.780502645502645	0.933333333333333	0.0119047619047619	0.0277777777777778
NA	1	1	0.0119047619047619	NA
NA	0.877777777777778	1	NA	0.0087719298245614
NA	0.752083333333333	1	0.00102564102564103	NA
NA	0.833333333333333	1	NA	0.00694444444444444
NA	0.524218121060226	0.655623388956722	0.0400641025641026	0.0483333333333333
NA	0.47899960605843	0.502450697450697	0.0077831968437739	0.00555555555555555
NA	0.471314108096405	0.599534937475441	NA	0.003125
NA	0.422219458101811	0.925925925925926	0.00868921775898518	0.0184027777777778
NA	0.741673524320227	0.638888888888889	0.00875054896794027	0.032962962962963
NA	0.821666666666667	0.774444444444444	NA	0.0153333333333333
NA	1	0.62962962962963	0.00980392156862745	0.0416666666666667
NA	0.822222222222222	1	NA	0.0232371794871794
NA	0.641880341880342	1	0.00245098039215686	NA
NA	0.837326388888889	1	NA	0.0555555555555556
NA	0.7605	1	NA	0.0264046717171717
NA	0.775	0.976190476190476	0.00387596899224806	NA
NA	0.429251700680272	1	NA	0.0238095238095238
NA	1	1	0.0876736111111111	NA
NA	0.923148148148148	0.669833333333334	0.00645161290322581	0.0037037037037037
NA	0.993055555555555	1	0.0123139534883721	0.0180555555555556
NA	0.299591503267974	0.568518518518519	0.00290670417252695	0.0555555555555556
NA	0.813333333333333	1	0.00297619047619048	NA
NA	0.998333333333333	0.558333333333333	0.0102564102564103	0.03
NA	0.941444444444445	1	NA	0.0111111111111111
NA	1	1	0.00107367218732153	0.0125
NA	0.84280303030303	1	0.00930232558139535	NA
NA	0.675226838688377	1	0.00197971602434077	0.00350877192982456
NA	0.51049883042954	1	NA	0.0133333333333333
NA	0.751251625567415	0.654094285274945	0.0118619181505779	0.00666666666666667
NA	1	1	0.00320512820512821	0.0277777777777778
NA	0.618121656121656	0.683328523328523	0.0288920289728012	0.00476190476190476
NA	0.471489673520924	0.542234848484848	NA	0.0125
NA	0.344391293891294	0.555	0.00208333333333333	NA
NA	0.563374485596708	0.519444444444444	0.0476190476190476	0.0555555555555556
NA	0.525751992716278	0.597222222222222	0.22509534706331	0.0252314814814815
NA	0.794584500466853	0.527777777777778	NA	0.0353535353535354
NA	1	1	0.0232323232323232	NA
NA	0.416036520421547	1	0.00350877192982456	0.00203406422399748
NA	0.405513387756035	1	0.00185185185185185	NA
NA	1	0.511420785333829	NA	0.0133333333333333
NA	0.398430335097002	1	0.00706402323709049	0.0240332920220651
NA	0.771666666666667	0.922222222222222	0.0019047619047619	0.00762626262626263
NA	0.619855967078189	1	0.00833333333333333	0.0291666666666667
NA	0.503703703703704	0.836243386243386	0.00325925925925926	NA
NA	0.708333333333333	1	0.0248756218905473	NA
NA	0.76837962962963	0.506666666666667	NA	0.0133333333333333
NA	NA	0.55537037037037	0.00175438596491228	NA
NA	0.707141065631543	0.976190476190476	0.000865800865800866	0.084994323275369
NA	0.737752976190476	0.522857142857143	0.0211767399267399	0.025
NA	1	1	NA	0.00606060606060606
NA	0.911507936507936	1	0.078462000070599	0.0648148148148149
NA	1	1	0.00938967136150235	0.111111111111111
NA	0.722222222222222	0.759259259259259	NA	0.0277777777777778
NA	0.5125	0.555555555555555	0.00422535211267606	NA
NA	1	0.519860490019796	0.00666666666666667	NA
NA	0.588484347093198	0.501190476190476	0.00158730158730159	0.00266666666666667
NA	1	1	0.0442992011619463	NA
NA	1	0.555065675065675	0.00317460317460317	0.00416666666666667
NA	0.793650793650794	1	0.0128205128205128	0.0555555555555556
NA	0.692689393939394	1	0.00454545454545455	NA
NA	1	1	0.10938901836098	0.0333333333333333
NA	0.516446208112875	0.541994478951001	0.0211085211085211	0.0592592592592593
NA	0.832093253968254	0.604166666666667	NA	0.0652777777777778
NA	0.796190476190476	1	0.0420260328239955	NA
NA	0.876666666666667	0.672486772486772	NA	0.003
NA	0.85	0.55	0.02300395256917	NA
NA	0.45267316017316	0.6	0.0142857142857143	0.025
NA	0.836441445264975	1	0.00999732691793638	0.0907407407407407
NA	0.54212962962963	0.7	0.0604054736648757	NA
NA	0.808	0.737857142857143	NA	0.0375
NA	0.9	1	0.0166666666666667	NA
NA	0.521403133903134	0.638888888888889	0.0970505493531808	NA
NA	0.592592592592593	0.527777777777778	0.0298821548821549	0.0277777777777778
NA	0.477795815295815	0.511904761904762	0.00396825396825397	NA
NA	0.566666666666667	0.812769123459661	0.00493827160493827	NA
NA	0.580736177402844	0.565313852813853	NA	0.0311111111111111
NA	0.689373897707231	1	0.0895915678524374	NA
NA	0.536858465608466	0.589583333333333	0.00242424242424242	0.0402777777777778
NA	0.543576388888889	0.527777777777778	NA	0.0277777777777778
NA	1	1	0.00149812734082397	0.00512820512820513
NA	0.958333333333333	1	0.0113871635610766	NA
NA	0.688271604938272	1	0.00507070707070707	NA
NA	0.728632478632479	0.711538461538462	NA	0.0277777777777778
NA	0.759259259259259	0.822222222222222	0.00490196078431373	0.0555555555555556
NA	0.424338624338624	1	0.00225225225225225	NA
NA	1	1	0.0221325507459036	NA
NA	0.934206349206349	0.843154993154994	0.0873636751793165	0.00317460317460317
NA	0.666666666666667	1	0.102777777777778	0.0555555555555556
NA	0.727834467120182	0.503030303030303	0.00384615384615385	0.0156432748538012
NA	0.794444444444445	1	NA	0.0555555555555556
NA	0.875	1	0.0395833333333333	0.0555555555555556
NA	1	1	0.0639517512311183	0.0180555555555556
NA	0.684279736027141	1	NA	0.00459259259259259
NA	1	1	NA	0.01
NA	0.53768587977127	0.84984593837535	0.0022497852233677	0.00159610215053763
NA	0.609375	1	0.0053763440860215	0.0125
NA	1	1	0.00843706502286734	0.0208333333333333
NA	0.448412698412698	0.509569597069597	NA	0.0325793650793651
NA	0.559259259259259	1	0.00476190476190476	NA
NA	0.477682607515941	0.503125	NA	0.0125
NA	1	1	0.0189902301223056	NA
NA	1	0.916666666666667	NA	0.0354166666666667
NA	1	1	0.00208333333333333	NA
NA	0.751666666666667	0.833333333333333	0.00229885057471264	NA
NA	0.608750773036487	1	0.00490196078431373	0.0185185185185185
NA	0.384761904761904	1	0.00621557828481511	0.0172619047619048
NA	0.685185185185185	1	NA	0.0329365079365079
NA	1	1	0.00793650793650794	0.0185185185185185
NA	1	0.630952380952381	0.0949484025585154	0.0333333333333333
NA	1	1	0.0266666666666667	NA
NA	NA	1	NA	0.0515873015873016
NA	0.719320436507937	1	0.0032258064516129	0.0333333333333333
NA	0.567428571428571	1	0.00689655172413793	0.0125
NA	0.765392015392015	0.506944444444444	0.00213675213675214	0.0185185185185185
NA	0.177777777777778	1	0.00666666666666667	0.0462962962962963
NA	0.833333333333333	1	0.0163541666666667	NA
NA	0.833333333333333	1	0.00277777777777778	NA
NA	1	1	0.0087962962962963	NA
NA	0.694444444444444	1	0.00171821305841924	NA
NA	0.858974358974359	1	0.00181159420289855	0.0555555555555556
NA	0.659827264239029	1	0.0833333333333333	0.0339506172839506
NA	1	1	0.018452380952381	NA
NA	0.663341284783026	0.500411522633745	0.00158730158730159	0.00195612217280479
NA	0.796632996632997	1	0.00995635570103655	NA
NA	0.659090909090909	0.875	0.00476190476190476	NA
NA	0.0125	1	NA	0.00666666666666667
NA	0.685185185185185	1	0.0185185185185185	NA
NA	0.970164609053498	1	NA	0.0333333333333333
NA	1	1	0.00266666666666667	NA
NA	0.376719576719577	0.527777777777778	0.0138888888888889	NA
NA	0.908306878306878	1	0.0010514985924822	0.0342857142857142
NA	0.577441077441077	0.532407407407407	0.00225225225225225	0.0277777777777778
NA	0.867546688416254	0.509945118915707	0.0485738942513011	0.00833333333333333
NA	0.812797619047619	1	0.00759761337827548	0.00888888888888887
NA	0.791666666666667	0.916666666666667	0.0833333333333333	NA
NA	0.453333333333333	1	0.00606060606060606	0.111111111111111
NA	0.613271604938272	1	0.0192307692307692	0.0548060923659009
NA	0.980227272727273	1	0.00105820105820106	NA
NA	0.5	0.98	0.00149253731343284	NA
NA	0.566600529100529	1	0.00416666666666667	0.102777777777778
NA	0.79188151354818	0.833333333333333	0.00606060606060606	0.0106837606837607
NA	NA	1	0.00714285714285714	NA
NA	0.597098997493734	0.822222222222222	0.00208333333333333	0.00845679012345678
NA	1	1	0.00854700854700855	0.166666666666667
NA	0.828571428571429	0.75	NA	0.0166666666666667
NA	1	1	0.00331743410994925	NA
NA	1	1	0.00855897914721444	NA
NA	0.777777777777778	1	0.00183150183150183	0.0555555555555556
NA	0.474404761904762	1	NA	0.0416666666666667
NA	0.435277777777778	1	NA	0.0194444444444444
NA	1	1	NA	0.015
NA	1	1	0.00230397621701969	0.0279761904761905
NA	1	1	NA	0.0381944444444444
NA	0.943849378135092	1	0.0040331835568238	NA
NA	0.459259259259259	1	NA	0.0270833333333333
NA	0.629074074074074	0.82963924963925	0.0321659682979023	0.00910052910052909
NA	0.592592592592593	0.75	0.0151515151515152	0.0833333333333333
NA	1	1	0.030249183006536	NA
NA	0.734024103468548	1	0.0151515151515152	0.0367063492063492
NA	0.754273504273504	1	0.0297619047619048	0.0753968253968254
NA	0.74480303030303	0.671666666666667	0.0136063866712947	NA
NA	0.523567074320015	0.542968404714301	NA	0.00555555555555555
NA	0.700706039991754	0.703703703703704	0.0161241711874623	NA
NA	0.554874074000843	0.513888888888889	NA	0.0226190476190476
NA	0.717513227513228	1	NA	0.00416666666666667
NA	0.441666666666667	0.534722222222222	0.0114709851551957	0.0340277777777778
NA	0.75	1	0.0053763440860215	NA
NA	1	1	0.00222222222222222	0.0238095238095238
NA	1	0.583333333333333	0.00357142857142857	NA
NA	0.709876543209877	0.541666666666667	0.00806451612903226	0.166666666666667
NA	0.607738095238095	1	NA	0.00769230769230772
NA	0.571235246235246	0.594444444444444	0.0945679012345679	0.0277777777777778
NA	1	0.503030303030303	0.00801392301392301	0.0133333333333333
NA	0.660831113331113	0.501754385964912	0.000634920634920635	0.00692640692640692
NA	0.800694444444444	0.516666666666667	0.0238095238095238	0.111111111111111
NA	1	1	NA	0.0225
NA	1	1	0.0318100358422939	0.0138888888888889
NA	0.603714285714286	1	0.33390439019321	0.0103703703703704
NA	1	1	0.0646490478157187	0.0555555555555556
NA	0.833333333333333	1	0.0986952861952862	NA
NA	0.667438271604938	0.592989417989418	0.0555555555555556	0.0339506172839506
NA	1	1	0.0833333333333333	NA
NA	1	0.672222222222222	0.0114212029105646	NA
NA	0.685185185185185	0.534722222222222	0.0227623456790123	0.0555555555555556
NA	0.81	0.75	0.00746268656716418	0.0258838383838384
NA	0.8375	0.507142857142857	0.00181818181818182	NA
NA	0.57952787952788	1	0.00915915915915916	NA
NA	0.878472222222222	1	NA	0.0376984126984127
NA	0.844166666666667	0.778201058201058	0.00552475979305248	0.00740740740740741
NA	0.75	0.671296296296296	0.0360576923076923	NA
NA	0.52212962962963	1	NA	0.00317460317460317
NA	0.610389722711151	0.530654838950103	0.166666666666667	0.00670833333333333
NA	0.904166666666667	1	0.00305810397553517	NA
NA	0.833333333333333	1	0.00212765957446809	NA
NA	0.567436701551617	0.935238095238095	0.0138779095300834	0.00614203630507978
NA	0.731660763478945	0.518253968253968	0.00333333333333333	0.0170643939393939
NA	1	1	0.0016025641025641	NA
NA	1	1	0.0129419191919192	NA
NA	0.886388888888889	1	0.0259115704852139	0.0611111111111111
NA	0.760416666666667	0.666666666666667	0.00595238095238095	NA
NA	0.681657848324515	0.51047619047619	0.0117855866524854	0.0457014652014653
NA	0.891975308641975	1	0.0144927536231884	0.0462962962962963
NA	0.637860082304527	0.666666666666667	0.0107042189488998	0.0185185185185185
NA	1	1	0.00980536294000531	NA
NA	1	1	NA	0.0555555555555556
NA	0.612287581699346	1	0.00169491525423729	0.0125
NA	0.428703703703704	1	0.00308641975308642	NA
NA	0.713333333333333	1	0.0516865079365079	NA
NA	0.686584762973652	1	0.000757575757575758	0.0185185185185185
NA	0.73125	0.666666666666667	0.00225225225225225	NA
NA	1	1	0.0274730426629161	NA
NA	1	1	0.00388566912539515	NA
NA	1	1	NA	0.0037037037037037
NA	1	0.833333333333333	0.037037037037037	0.0476190476190476
NA	0.975541310541311	0.502222222222222	0.00467836257309942	NA
NA	0.676830065359477	1	0.00474881984076657	0.00952380952380952
NA	0.55	1	0.0104516129032258	NA
NA	0.689725490196079	0.6284	NA	0.0928571428571428
NA	0.819136577708006	1	0.0653404067197171	0.00666666666666667
NA	0.752525252525253	0.552832244008715	0.00282485875706215	0.0337301587301587
NA	0.628028630378254	0.9	0.00804871220604703	0.00512820512820513
NA	0.82	0.958333333333333	0.00685116086235489	0.027807486631016
NA	0.590981240981241	0.933333333333333	0.00161812297734628	NA
NA	0.402973932385697	0.65462962962963	0.00123456790123457	0.0111111111111111
NA	0.761904761904762	1	NA	0.0555555555555556
NA	0.783333333333333	1	0.00505050505050505	0.0277777777777778
NA	NA	1	0.0425963488843813	NA
NA	1	1	0.00652309612983771	NA
NA	1	0.658994708994709	NA	0.0133333333333333
NA	0.888888888888889	1	0.0171764705882353	0.0133333333333333
NA	0.603965840047608	0.501149425287356	0.00288065843621399	0.00448179271708683
NA	1	1	0.00148148148148148	NA
NA	0.636516914458091	0.511904761904762	0.00273972602739726	NA
NA	0.638888888888889	0.555555555555555	0.170971742881795	0.0277777777777778
NA	0.400578703703704	1	0.0213333333333333	0.025
NA	0.43193821330185	0.75	0.0032520325203252	NA
NA	0.571296296296296	0.75	0.00952380952380952	NA
NA	0.477017797017797	0.51493372277686	NA	0.0266666666666667
NA	0.464880952380952	1	NA	0.0125
NA	0.683906525573192	0.527777777777778	0.00588235294117647	0.0111111111111111
NA	0.703703703703704	1	0.109557918932919	0.0408730158730159
NA	0.180745643245643	0.619949494949495	NA	0.0277777777777778
NA	0.834920634920635	1	0.176014353240889	0.0346867167919801
NA	0.80952380952381	1	0.00574712643678161	0.0833333333333334
NA	NA	1	0.00208333333333333	NA
NA	0.31224580974581	0.705769230769231	0.0126811594202899	0.01525
NA	0.475061596298438	1	0.00333333333333333	0.0159722222222222
NA	0.64112006049506	1	0.00217391304347826	NA
NA	0.846337662337662	1	0.00317460317460317	0.0945833333333335
NA	0.581481481481481	0.502083333333333	0.0685714285714286	0.0125
NA	0.386283677107207	1	0.000865800865800866	NA
NA	0.793055555555556	1	0.0952380952380952	0.0238095238095238
NA	0.638922477530601	0.542433862433862	0.00175554092604784	0.00416351592213662
NA	0.575109004761941	0.715239247544148	0.00181818181818182	NA
NA	0.837019277019277	1	0.0560141093474427	0.0223870154724045
NA	0.826349206349206	0.694444444444444	0.0673534255599475	0.0796296296296296
NA	0.391598366501793	0.598584785860889	0.1270732177443	0.00255829498818555
NA	0.601625263057488	1	0.0386006289308176	0.100416666666667
NA	0.443265287952788	0.583333333333333	0.0162162162162162	0.00952380952380952
NA	1	1	0.0808333333333333	NA
NA	0.907986111111111	1	0.00980392156862745	0.0555555555555556
NA	0.36	1	0.0132457580733443	NA
NA	0.84627200484937	0.962962962962963	0.0104064039408867	0.01875
NA	0.810833333333333	1	NA	0.0138888888888889
NA	0.31712962962963	1	0.210892710892711	0.0324074074074074
NA	0.751388888888889	1	0.0099684318171713	0.00555555555555555
NA	0.753333333333333	0.916666666666667	0.00508373205741626	NA
NA	0.833333333333333	0.592592592592593	NA	0.0333333333333334
NA	0.43125	0.625	NA	0.025
NA	1	1	NA	0.025
NA	0.716378066378066	0.503968253968254	0.0166666666666667	NA
NA	0.719322823146353	1	0.0034457671957672	0.00914902998236332
NA	0.735416666666667	0.669230769230769	0.00684931506849315	0.0104166666666667
NA	0.767354096520763	1	0.0124137931034483	0.0245482295482296
NA	0.697916666666667	0.513888888888889	0.0033003300330033	0.0185185185185185
NA	1	0.666666666666667	0.0164179104477612	0.141666666666667
NA	0.720923520923521	0.500330687830688	0.0974539655605832	0.0240981240981241
NA	0.852380952380952	0.555555555555555	0.0185185185185185	0.0833333333333333
NA	0.482291666666667	0.5125	NA	0.025
NA	0.712962962962963	1	0.0371097156811442	NA
NA	0.62202380952381	1	0.0150530277112556	0.0277777777777778
NA	0.578809523809524	1	NA	0.005
NA	0.733333333333333	1	NA	0.00793650793650794
NA	0.32973828420257	0.544444444444445	0.00175438596491228	0.0396825396825397
NA	0.885291005291005	1	0.071530517510361	0.0196296296296296
NA	0.875	1	0.00196078431372549	0.00666666666666667
NA	1	1	0.0973856209150327	NA
NA	1	1	NA	0.0555555555555556
NA	0.993469387755102	0.75	NA	0.0992592592592592
NA	1	1	NA	0.0555555555555556
NA	0.875	1	0.00595238095238095	NA
NA	0.5875	1	NA	0.025
NA	0.0555555555555556	1	0.00303030303030303	NA
NA	0.765123456790124	0.521825396825397	0.00854112594240513	0.0833333333333333
NA	0.807070707070707	0.555169753086419	0.00595238095238095	0.0185185185185185
NA	1	1	0.0705241786637138	NA
NA	0.804761904761905	1	NA	0.0912698412698414
NA	0.689285714285714	0.666666666666667	0.00242390027171918	0.0155555555555556
NA	0.512626262626263	0.509920634920635	0.0366446955430006	NA
NA	1	1	0.0240852130325815	NA
NA	0.72297619047619	1	0.004	0.065972222222222
NA	0.851666666666667	1	0.00161290322580645	NA
NA	0.754494949494949	0.56	0.00365668556115586	0.00999999999999998
NA	0.867916666666667	1	0.00232558139534884	0.00833333333333333
NA	0.784166666666667	1	0.00136054421768707	0.0488888888888889
NA	0.564074074074074	1	0.071133446683856	0.0111111111111111
NA	0.475476190476191	1	0.0153920153920154	0.0353174603174603
NA	0.846527777777778	1	NA	0.0555555555555556
NA	0.868240740740741	0.574285714285715	0.025240860571871	0.0123015873015873
NA	0.966560846560847	1	0.00235294117647059	0.0111111111111111
NA	0.17964405964406	0.512632275132275	0.002710027100271	0.0277777777777778
NA	0.740831094831095	0.770609579100145	0.0212502382313703	0.0255208333333333
NA	0.537037037037037	0.885555555555556	0.00105820105820106	NA
NA	0.721031746031746	1	0.0030327868852459	0.0191468253968254
NA	0.902777777777778	1	NA	0.00555555555555555
NA	0.533546709700556	0.503703703703704	0.00128205128205128	0.00444444444444444
NA	0.415123456790123	1	NA	0.0787037037037037
NA	0.685813492063492	1	0.00384615384615385	0.0493055555555556
NA	0.574011508715456	0.500980392156863	NA	0.00404040404040404
NA	0.836049382716049	0.662222222222222	0.0505927082429815	0.0274074074074074
NA	1	0.548611111111111	0.00462962962962963	NA
NA	0.63466835016835	0.725	0.0205165095054728	NA
NA	0.645833333333333	0.666666666666667	0.00416666666666667	0.0555555555555556
NA	0.67037037037037	1	NA	0.0111111111111111
NA	0.754617604617605	0.619444444444444	0.0172827163634237	0.00888157894736842
NA	0.997142857142857	1	0.00204081632653061	0.0555555555555556
NA	0.916666666666667	1	0.00512820512820513	0.0416666666666667
NA	0.986111111111111	1	0.0666666666666667	0.0555555555555556
NA	0.871825396825397	1	0.00740740740740741	0.0476190476190476
NA	0.779166666666667	0.888571428571429	0.010952380952381	0.0375
NA	0.570096978185214	0.509294871794872	0.0775953686645122	NA
NA	0.75625	1	0.00166666666666667	NA
NA	0.996759259259259	1	0.00523226616446955	0.049098124098124
NA	0.636394557823129	0.508333333333333	0.00813008130081301	0.0202380952380952
NA	0.86238936988937	1	0.0439814814814815	0.0555555555555556
NA	0.665419955861132	1	NA	0.0259259259259259
NA	0.763888888888889	1	0.029040404040404	NA
NA	0.453450482266272	0.638888888888889	0.251542451542452	0.0411242923742923
NA	0.510952380952381	1	0.0699982278151011	NA
NA	0.470378821281599	0.934966761633428	0.0215799198500927	NA
NA	0.389880952380952	1	0.0303030303030303	0.0416666666666667
NA	0.75	1	0.00535082488570861	NA
NA	0.580373677248677	0.504166666666667	0.00476190476190476	0.0541666666666667
NA	0.641719576719577	0.777727272727273	0.00217391304347826	NA
NA	0.794444444444445	1	NA	0.0125
NA	1	0.672222222222222	NA	0.0555555555555556
NA	0.530555555555556	0.655769230769231	0.0188912429378531	NA
NA	0.718253968253968	1	0.031538125617073	0.0138888888888889
NA	0.640905915295874	0.530714285714286	NA	0.00167701863354037
NA	0.611111111111111	0.703703703703704	0.00917874396135265	NA
NA	0.689444444444445	0.645833333333333	0.0358839353761328	NA
NA	0.512885802469136	1	0.0263975155279503	0.0208333333333333
NA	0.637301587301587	0.541666666666667	NA	0.0811507936507937
NA	0.9	0.647857142857143	0.0392148431278866	0.0298611111111111
NA	0.832877542859999	0.612884615384615	0.00199572344975054	0.00451887293992557
NA	0.166666666666667	1	NA	0.0555555555555556
NA	0.566666666666667	0.527777777777778	0.00368903386144765	0.0185185185185185
NA	NA	0.910739260739261	0.00303030303030303	NA
NA	0.760082304526749	1	0.0327380952380952	0.0347222222222223
NA	1	1	0.074780803462974	NA
NA	0.542592592592593	0.73986050986051	0.0206019636705812	0.0535185185185184
NA	0.588716384625476	0.636483516483516	0.0059838545965072	0.00952380952380952
NA	0.79553872053872	1	NA	0.0416666666666667
NA	1	0.98	0.0048780487804878	NA
NA	0.675925925925926	0.761904761904762	0.0711367880485528	NA
NA	0.9375	1	0.0208333333333333	0.0416666666666667
NA	0.552784992784993	0.540906432748538	0.0161531279178338	0.0133333333333333
NA	0.78552973342447	1	0.0021978021978022	0.00443094916779127
NA	0.729861111111111	1	0.0177626977882682	0.0416666666666667
NA	0.746353126040626	0.615337717837718	NA	0.0555555555555556
NA	0.611314182844184	1	0.00175438596491228	0.00291858678955453
NA	0.842261904761905	0.962962962962963	0.007655705864524	NA
NA	0.509900235234158	0.74952380952381	0.142734455005175	0.0568973315241973
NA	0.653363567649282	0.988888888888889	0.00762800417972832	NA
NA	0.537037037037037	1	0.0714285714285714	NA
NA	0.395153735153735	0.666666666666667	0.0132045088566828	0.0116666666666667
NA	0.561234323532676	0.501233273008711	0.015152348752087	0.00110574451005718
NA	0.488271604938272	1	0.00699059561128527	NA
NA	0.650793650793651	0.694444444444444	0.211111111111111	0.0601851851851852
NA	1	1	0.0571428571428571	NA
NA	0.96031746031746	0.833333333333333	0.0169034090909091	NA
NA	0.294963337647204	0.632294372294372	0.0015748031496063	NA
NA	0.722222222222222	1	NA	0.0555555555555556
NA	0.526602564102564	0.679166666666667	0.0142494929006085	0.021875
NA	0.66984126984127	1	0.00649572649572649	NA
NA	1	1	0.00421940928270042	NA
NA	0.605491519645931	0.923617123617124	0.0037037037037037	0.00407407407407407
NA	1	1	0.0053763440860215	NA
NA	0.964444444444444	0.504166666666667	0.0249837662337662	0.0160791169614699
NA	0.437777777777778	1	0.0768849206349207	NA
NA	0.691468253968254	0.516666666666667	NA	0.0700757575757576
NA	0.490625266706245	1	0.00158730158730159	0.00666666666666667
NA	1	1	0.00701754385964912	0.00289855072463768
NA	0.5125	1	0.00294117647058824	0.0958333333333335
NA	0.783434343434343	0.555555555555555	0.00929827731513902	0.0277777777777778
NA	0.9	1	0.00757575757575758	NA
NA	0.809201388888889	0.62037037037037	0.0166666666666667	0.0347222222222223
NA	0.685185185185185	1	NA	0.0555555555555556
NA	1	0.75	0.00387596899224806	NA
NA	0.802380952380952	1	0.0283524904214559	0.0708333333333335
NA	0.725925925925926	1	0.0138888888888889	NA
NA	0.944444444444444	1	0.00531914893617021	0.025
NA	0.601602254428341	1	0.00579166666666667	0.00666666666666667
NA	0.627893518518518	0.506558641975309	0.0303605313092979	NA
NA	0.70232683982684	0.527777777777778	0.0111111111111111	0.0128205128205128
NA	0.5	0.546296296296296	0.00606060606060606	0.0296296296296296
NA	0.65515873015873	0.805555555555555	0.00290777230432403	0.0416666666666667
NA	0.497291666666667	0.559722222222222	0.00158730158730159	0.025
NA	0.775925925925926	0.502631578947368	0.0136395602943328	0.02
NA	0.483260233918129	0.666666666666667	NA	0.0738888888888889
NA	0.481971916971917	0.777142857142857	0.0197621131171703	0.00461760461760461
NA	0.875	0.827777777777778	0.0717858394065041	0.0555555555555556
NA	0.286666666666667	1	0.0566899797854603	0.06
NA	0.665092532739592	0.916666666666667	NA	0.0101851851851852
NA	0.8025	0.697619047619048	0.0599998959796122	0.100138888888889
NA	0.705944203944204	1	0.00486807878112226	0.00555555555555555
NA	0.750001959631589	1	0.00170940170940171	NA
NA	0.668205868205868	1	0.00974349550031186	0.00476190476190476
NA	0.361111111111111	1	0.00174657534246575	0.0833333333333333
NA	0.665476190476191	0.569444444444445	NA	0.0302777777777778
NA	0.701314151617182	0.528236208236208	0.00235294117647059	0.00536130536130536
NA	0.680555555555556	1	0.021505376344086	NA
NA	0.861284877587399	0.524497071555895	0.00579710144927536	0.00952380952380952
NA	0.774900793650794	0.78	0.00310077519379845	0.125
NA	0.5575	1	NA	0.02
NA	0.75331860486159	0.712856307778908	0.00173160173160173	0.00344273121428776
NA	0.861111111111111	1	0.00833333333333333	NA
NA	0.523958333333333	0.666666666666667	0.0104166666666667	0.0125
NA	0.797736625514403	1	NA	0.0170833333333333
NA	0.94394708994709	1	0.00113960113960114	0.00317460317460317
NA	0.797222222222222	0.6	0.00219298245614035	0.0771604938271605
NA	0.735648148148148	1	0.0162451798045018	NA
NA	0.816148589065256	1	0.0152648221343874	0.00909090909090909
NA	0.9	0.75	0.0104166666666667	NA
NA	0.400694444444444	0.530439579317484	0.0294372294372294	0.111111111111111
NA	0.833333333333333	1	0.00232558139534884	NA
NA	1	0.895833333333333	0.0131805863513181	0.0376984126984127
NA	0.602222222222222	0.546296296296297	NA	0.00888888888888888
NA	0.450748299319728	0.51	0.00222222222222222	0.0125
NA	0.608791336114865	0.737777777777778	0.0382484685456738	0.015223624112513
NA	NA	1	NA	0.0555555555555556
NA	1	1	0.0253456221198157	0.00714285714285714
NA	0.568518518518519	1	0.00628930817610063	NA
NA	0.634259259259259	1	0.00333333333333333	NA
NA	0.880830450111496	1	NA	0.00458089668615985
NA	0.594780967942733	0.958333333333333	0.00354609929078014	0.0416666666666667
NA	0.609561950032538	1	0.0013745704467354	NA
NA	0.877777777777778	1	0.0952380952380952	0.0555555555555556
NA	0.85	0.679166666666666	0.00157894736842105	0.025
NA	1	1	0.0244513183090293	NA
NA	0.773148148148148	0.509876543209876	0.00490196078431373	0.0902777777777779
NA	0.661111111111111	1	0.0164646464646465	0.0555555555555556
NA	0.503510101010101	0.639297385620915	0.00449346405228758	0.25
NA	0.661835265124739	0.656666666666667	NA	0.00217338217338217
NA	1	0.958333333333333	0.00740740740740741	NA
NA	0.904645502645503	0.666666666666667	0.00175438596491228	NA
NA	0.92	1	0.00303030303030303	NA
NA	0.876488578482212	0.714527324527324	0.00122324159021407	0.00526002506265663
NA	0.578333333333333	1	NA	0.00444444444444444
NA	0.861111111111111	1	0.00775193798449612	NA
NA	0.502071428571429	0.666666666666667	0.0018348623853211	0.025
NA	0.8025	0.505	0.0161081081081081	NA
NA	0.698178270187558	0.666666666666667	NA	0.0134680134680135
NA	0.609708994708995	1	0.0269663288656424	0.0277281746031746
NA	0.75	0.527777777777778	NA	0.0462962962962963
NA	0.81139546727782	0.583333333333333	0.00133597883597884	NA
NA	0.428678876678877	0.54898538961039	NA	0.02625
NA	0.01875	0.5125	0.143433376558376	0.025
NA	0.633486085065032	0.593174603174603	0.085029613835584	0.00634920634920635
NA	0.523346914523385	0.888888888888889	NA	0.0231481481481481
NA	0.823162878787879	0.5625	NA	0.00625
NA	0.644444444444444	0.638888888888889	0.0215359556856791	0.0185185185185185
NA	0.528333333333333	0.5125	0.0508955159466575	0.0915426587301587
NA	0.682336182336182	0.560185185185185	0.00151515151515152	NA
NA	0.609375	1	0.0427188552188553	0.0231481481481482
